14 07 06  08 22 01  87.6450  118.4645  24.4656
14 07 06  08 23 01  87.6945  118.3148  24.4656
14 07 06  08 24 01  87.6945  118.2899  24.4617
14 07 06  08 25 01  87.7688  118.3398  24.4656
14 07 06  08 26 01  87.8184  118.3148  24.4656
14 07 06  08 27 01  87.7193  118.5143  24.4694
14 07 06  08 28 01  87.5707  118.4146  24.4656
14 07 06  08 29 01  87.7441  118.3647  24.4656
14 07 06  08 30 01  87.5211  118.5394  24.4617
14 07 06  08 31 01  87.7193  118.1901  24.4617
14 07 06  08 32 01  87.8432  118.4395  24.4579
14 07 06  08 33 02  87.8679  118.5643  24.4617
14 07 06  08 34 01  87.7936  118.3896  24.4656
14 07 06  08 35 01  87.7193  118.4645  24.4694
14 07 06  08 36 01  87.5459  118.3896  24.4694
14 07 06  08 37 01  87.5707  118.4645  24.4694
